price,year,manufacturer,odometer,condition,fuel,transmission,drive,type,state,paint_color
23296,2017.0,mercedes-benz,46899.0,unknown,gas,automatic,rwd,sedan,fl,black
8980,2009.0,toyota,140659.0,unknown,gas,manual,fwd,sedan,wa,white
23995,2014.0,dodge,62000.0,excellent,gas,automatic,rwd,coupe,mt,unknown
9995,2011.0,ford,91100.0,excellent,gas,automatic,unknown,SUV,fl,blue
19995,2014.0,ford,262502.0,good,diesel,automatic,rwd,pickup,ny,unknown
3200,2002.0,toyota,217398.0,good,gas,automatic,fwd,sedan,nc,silver
22900,2016.0,ram,97405.0,unknown,gas,automatic,rwd,pickup,az,silver
52995,2016.0,ram,95154.0,unknown,diesel,automatic,4wd,truck,wa,white
6400,2016.0,ford,101200.0,good,gas,automatic,unknown,sedan,tn,blue
29990,2018.0,chevrolet,11401.0,good,gas,other,4wd,pickup,la,red
4995,2005.0,mini,70000.0,like new,gas,automatic,unknown,hatchback,fl,unknown
23141,2016.0,ford,53800.0,excellent,gas,automatic,4wd,wagon,oh,unknown
25590,2018.0,chrysler,8666.0,good,gas,other,fwd,van,md,unknown
21371,2019.0,mini,31975.0,unknown,gas,automatic,fwd,sedan,hi,red
36590,2019.0,infiniti,18605.0,good,other,other,unknown,coupe,tn,blue
25590,2018.0,lincoln,33467.0,good,hybrid,other,fwd,sedan,md,white
28981,2018.0,chevrolet,85308.0,unknown,gas,automatic,4wd,pickup,tx,white
5988,1992.0,ford,62231.0,unknown,gas,automatic,rwd,van,mi,white
39999,2016.0,ram,74333.0,unknown,diesel,automatic,4wd,truck,id,black
2100,2002.0,chrysler,156400.0,good,gas,automatic,fwd,mini-van,mn,white
3700,2012.0,volkswagen,1.0,unknown,diesel,automatic,unknown,hatchback,il,unknown
30984,2018.0,bmw,25674.0,unknown,gas,automatic,rwd,sedan,ca,black
608,2015.0,jeep,45251.0,excellent,gas,automatic,4wd,SUV,or,unknown
26500,2017.0,audi,52786.0,like new,gas,automatic,4wd,SUV,mi,white
28977,2008.0,ram,162998.0,unknown,diesel,automatic,unknown,other,or,grey
31990,2018.0,ram,27426.0,good,gas,other,4wd,pickup,al,white
2400,1999.0,jeep,190000.0,unknown,gas,automatic,unknown,unknown,ny,unknown
38885,2016.0,chevrolet,151913.0,unknown,diesel,automatic,unknown,unknown,tx,unknown
2700,2008.0,hyundai,160012.0,excellent,gas,other,fwd,unknown,fl,black
11900,2013.0,honda,111491.0,unknown,gas,automatic,fwd,sedan,ca,silver
11995,2009.0,ford,197226.0,excellent,gas,automatic,rwd,pickup,tx,black
18497,2017.0,fiat,47243.0,unknown,gas,manual,rwd,convertible,ga,brown
21995,2013.0,toyota,102719.0,unknown,gas,automatic,rwd,pickup,ca,white
35999,2011.0,ford,177796.0,excellent,diesel,automatic,4wd,unknown,fl,white
6950,2011.0,hyundai,134734.0,excellent,gas,automatic,fwd,sedan,pa,unknown
8500,2003.0,chevrolet,137000.0,unknown,gas,automatic,4wd,pickup,ks,white
38783,2018.0,ford,1.0,unknown,gas,automatic,unknown,unknown,sc,unknown
9995,2012.0,subaru,114785.0,unknown,gas,automatic,unknown,sedan,dc,blue
14985,2010.0,rover,110757.0,unknown,gas,automatic,4wd,SUV,ca,custom
37990,2019.0,ford,337.0,good,gas,other,rwd,coupe,pa,black
10999,2017.0,nissan,88000.0,like new,gas,automatic,unknown,SUV,fl,silver
13500,2007.0,ram,194000.0,fair,gas,automatic,4wd,truck,id,grey
19498,2016.0,ford,16747.0,unknown,gas,automatic,fwd,unknown,ks,red
13900,2011.0,bmw,116544.0,excellent,gas,automatic,fwd,sedan,fl,grey
31590,2019.0,audi,11928.0,good,gas,other,fwd,sedan,ca,black
1500,2010.0,honda,115000.0,like new,gas,automatic,4wd,SUV,ma,blue
7495,2012.0,kia,126000.0,excellent,gas,automatic,fwd,sedan,ma,red
18995,2012.0,ram,127773.0,unknown,gas,automatic,unknown,unknown,ny,unknown
31990,2014.0,ram,90535.0,excellent,diesel,automatic,4wd,pickup,oh,white
7500,2006.0,rover,187000.0,good,gas,automatic,4wd,SUV,nm,black
48600,2018.0,nissan,28900.0,good,other,automatic,4wd,pickup,ar,silver
16999,2012.0,ford,225575.0,unknown,gas,automatic,4wd,truck,co,unknown
3200,2008.0,chrysler,178000.0,good,gas,automatic,fwd,mini-van,ia,silver
26990,2016.0,chevrolet,75734.0,good,gas,automatic,rwd,truck,wi,white
5995,2009.0,chevrolet,174000.0,unknown,gas,automatic,unknown,SUV,mo,unknown
17488,2018.0,nissan,23188.0,excellent,electric,automatic,fwd,hatchback,hi,white
4500,2006.0,acura,116314.0,excellent,gas,automatic,fwd,sedan,fl,red
13997,2011.0,mercedes-benz,127554.0,excellent,gas,automatic,4wd,sedan,tx,black
4900,2012.0,toyota,199000.0,unknown,hybrid,automatic,unknown,unknown,de,unknown
10500,1994.0,chevrolet,210193.0,excellent,gas,automatic,fwd,other,mi,black
14662,2013.0,nissan,87352.0,excellent,gas,automatic,4wd,unknown,in,unknown
9977,2008.0,jeep,104104.0,excellent,gas,automatic,4wd,SUV,or,red
39990,2020.0,ford,549.0,good,gas,other,rwd,coupe,ny,blue
8250,2015.0,volkswagen,190000.0,like new,gas,automatic,rwd,sedan,ca,black
4299,2004.0,mitsubishi,124227.0,like new,gas,automatic,4wd,SUV,wi,unknown
55376,2020.0,chevrolet,19622.0,good,diesel,automatic,unknown,pickup,nc,red
8988,2012.0,mercedes-benz,152591.0,excellent,gas,automatic,rwd,sedan,ca,black
15985,2014.0,bmw,73407.0,unknown,gas,automatic,unknown,other,ny,black
71000,2020.0,chevrolet,27000.0,excellent,diesel,automatic,4wd,truck,fl,silver
22995,2015.0,chevrolet,171014.0,good,gas,other,rwd,truck,nj,white
8595,2004.0,chevrolet,191215.0,unknown,other,automatic,fwd,SUV,fl,black
13995,2006.0,ford,79010.0,excellent,gas,automatic,unknown,coupe,or,unknown
44999,2018.0,ram,104693.0,unknown,diesel,automatic,4wd,truck,co,black
5400,2008.0,chevrolet,133823.0,excellent,gas,automatic,4wd,SUV,ny,white
7500,2008.0,bmw,170000.0,excellent,gas,automatic,4wd,SUV,nh,white
5800,2012.0,ford,125000.0,excellent,gas,automatic,fwd,SUV,ri,black
15590,2012.0,acura,101143.0,good,other,other,fwd,sedan,ks,white
9100,2007.0,gmc,171150.0,good,gas,automatic,4wd,SUV,or,white
8000,2000.0,gmc,265000.0,good,gas,automatic,rwd,pickup,sc,red
3000,2015.0,mercedes-benz,71545.0,excellent,gas,automatic,unknown,unknown,fl,black
21990,2019.0,subaru,11892.0,good,gas,other,unknown,wagon,ca,white
13999,2014.0,jeep,77552.0,excellent,gas,automatic,4wd,SUV,oh,unknown
36590,2018.0,audi,49963.0,good,gas,automatic,unknown,coupe,ca,blue
5900,2014.0,ford,175261.0,unknown,gas,automatic,unknown,unknown,mi,unknown
27990,2016.0,ford,112731.0,unknown,other,automatic,rwd,van,tn,white
9000,2008.0,toyota,135000.0,excellent,gas,automatic,unknown,unknown,ny,grey
18488,2017.0,audi,100244.0,excellent,gas,automatic,4wd,SUV,ca,black
5900,2008.0,pontiac,148135.0,excellent,gas,automatic,fwd,sedan,mi,red
7195,2011.0,nissan,73631.0,excellent,gas,automatic,unknown,unknown,de,red
7999,2007.0,ford,145150.0,excellent,gas,automatic,fwd,SUV,tx,black
7995,2012.0,mazda,140636.0,unknown,gas,automatic,unknown,SUV,tx,black
4500,2007.0,honda,230000.0,unknown,gas,manual,unknown,unknown,oh,unknown
33990,2016.0,ford,18380.0,good,gas,other,unknown,pickup,la,white
5500,2007.0,volkswagen,118833.0,excellent,gas,automatic,fwd,sedan,or,white
15888,2015.0,chevrolet,136712.0,excellent,gas,automatic,4wd,pickup,ca,white
2950,1997.0,chrysler,88630.0,good,gas,automatic,unknown,unknown,pa,unknown
57460,2020.0,jeep,31481.0,unknown,gas,automatic,4wd,pickup,ca,silver
5299,2002.0,ram,23000.0,unknown,gas,automatic,4wd,truck,pa,blue
1900,2005.0,hyundai,200000.0,good,gas,automatic,unknown,unknown,tx,unknown
54220,2021.0,chevrolet,7.0,unknown,gas,automatic,4wd,pickup,ar,unknown
2999,2009.0,mitsubishi,113812.0,unknown,gas,automatic,unknown,unknown,fl,unknown
47955,2015.0,chevrolet,153387.0,unknown,diesel,automatic,unknown,unknown,va,unknown
6999,2003.0,infiniti,104650.0,good,gas,automatic,rwd,sedan,or,silver
34990,2014.0,toyota,122347.0,unknown,other,automatic,4wd,pickup,ca,brown
6800,2012.0,honda,165151.0,unknown,gas,automatic,unknown,sedan,ct,silver
19995,1995.0,toyota,0.0,excellent,gas,automatic,4wd,unknown,wa,unknown
36990,2018.0,jeep,5933.0,good,other,other,4wd,other,fl,unknown
5999,2006.0,ford,131364.0,unknown,gas,automatic,4wd,unknown,wi,red
15995,2017.0,chevrolet,39067.0,unknown,gas,automatic,fwd,sedan,tn,grey
23995,2013.0,chevrolet,130004.0,good,gas,automatic,unknown,pickup,mo,white
5500,2005.0,honda,153653.0,excellent,gas,automatic,unknown,coupe,ca,silver
15900,2016.0,volkswagen,21947.0,unknown,gas,automatic,fwd,wagon,ak,silver
24900,2013.0,ford,56864.0,good,gas,automatic,4wd,truck,ia,grey
17500,2018.0,hyundai,27050.0,like new,gas,automatic,fwd,sedan,ct,blue
4999,2006.0,hyundai,116379.0,excellent,gas,automatic,fwd,hatchback,il,unknown
79888,2019.0,ford,23265.0,unknown,gas,automatic,4wd,unknown,hi,unknown
28990,2002.0,ram,116240.0,unknown,diesel,automatic,4wd,pickup,or,silver
34590,2020.0,cadillac,9624.0,good,gas,other,unknown,hatchback,in,white
13997,2008.0,bmw,117177.0,unknown,gas,automatic,unknown,convertible,ca,blue
19995,2013.0,chevrolet,91153.0,excellent,gas,automatic,unknown,pickup,ca,unknown
33111,2015.0,cadillac,130760.0,unknown,gas,automatic,fwd,SUV,fl,white
23281,2019.0,honda,6610.0,excellent,gas,automatic,fwd,SUV,oh,black
16990,2016.0,kia,17631.0,good,gas,other,fwd,coupe,al,unknown
4950,2005.0,gmc,299.0,unknown,gas,automatic,unknown,unknown,oh,unknown
24000,1990.0,chevrolet,73500.0,excellent,gas,manual,rwd,coupe,pa,red
28981,2018.0,subaru,26787.0,good,gas,other,unknown,SUV,wa,unknown
10500,2015.0,ford,134359.0,excellent,gas,automatic,unknown,sedan,ar,white
4600,2007.0,toyota,118000.0,good,gas,automatic,unknown,unknown,fl,unknown
29900,2017.0,ford,72849.0,excellent,gas,automatic,4wd,SUV,pa,white
6900,2007.0,toyota,188000.0,like new,gas,automatic,unknown,unknown,ca,unknown
5000,2007.0,subaru,131909.0,unknown,gas,automatic,unknown,unknown,va,unknown
6900,2008.0,acura,119500.0,excellent,gas,automatic,fwd,sedan,ny,grey
4191,2005.0,toyota,225332.0,like new,gas,automatic,fwd,mini-van,mi,brown
5555,2012.0,dodge,94600.0,like new,gas,automatic,fwd,unknown,md,black
17990,2020.0,toyota,16000.0,good,gas,other,4wd,hatchback,nc,grey
5895,2006.0,ford,129055.0,excellent,gas,automatic,unknown,pickup,fl,blue
4500,1999.0,jeep,169246.0,good,gas,automatic,4wd,SUV,pa,blue
18388,2018.0,dodge,37078.0,unknown,gas,automatic,unknown,SUV,id,red
6500,2006.0,chevrolet,178141.0,good,gas,automatic,fwd,sedan,co,white
8800,2014.0,toyota,180000.0,good,gas,automatic,fwd,sedan,il,grey
12995,2010.0,honda,47309.0,like new,gas,automatic,fwd,mini-van,ma,white
39900,2017.0,ford,139000.0,unknown,diesel,automatic,unknown,unknown,mt,unknown
25595,2018.0,ram,31490.0,unknown,gas,automatic,fwd,van,la,white
29991,2009.0,ram,158607.0,unknown,diesel,automatic,4wd,pickup,nv,unknown
2000,2002.0,bmw,168000.0,unknown,gas,automatic,unknown,unknown,ca,unknown
23995,2014.0,ram,121478.0,unknown,gas,automatic,4wd,truck,wa,silver
15000,2007.0,ram,140000.0,unknown,gas,automatic,4wd,truck,mi,unknown
15990,2015.0,honda,17649.0,good,gas,other,fwd,sedan,ca,silver
31990,2015.0,toyota,76025.0,good,gas,other,unknown,other,az,unknown
21998,2017.0,toyota,54522.0,unknown,gas,automatic,fwd,sedan,mt,unknown
39590,2013.0,audi,44631.0,good,gas,other,unknown,coupe,mo,unknown
7977,2016.0,chevrolet,83149.0,excellent,gas,manual,fwd,sedan,or,unknown
2695,2006.0,chevrolet,186200.0,excellent,gas,automatic,fwd,sedan,oh,red
15000,1993.0,ram,100000.0,unknown,diesel,manual,unknown,unknown,ca,unknown
4999,2006.0,nissan,169813.0,good,gas,automatic,rwd,SUV,la,red
28995,2018.0,jeep,24588.0,unknown,gas,automatic,4wd,SUV,mn,white
9995,2017.0,nissan,71111.0,unknown,gas,automatic,fwd,sedan,ct,white
4000,2005.0,honda,193392.0,unknown,gas,automatic,fwd,unknown,ca,unknown
7800,2001.0,lexus,190000.0,good,gas,automatic,fwd,sedan,az,black
10990,2012.0,dodge,135283.0,excellent,gas,automatic,fwd,SUV,or,silver
36990,2019.0,honda,5128.0,good,gas,other,unknown,pickup,tx,unknown
16740,2018.0,ford,40566.0,unknown,gas,automatic,unknown,unknown,fl,unknown
23814,2013.0,toyota,147171.0,excellent,gas,automatic,4wd,truck,tn,unknown
14500,2002.0,ford,165.0,unknown,diesel,automatic,unknown,unknown,az,unknown
14500,2012.0,honda,97450.0,excellent,gas,automatic,4wd,SUV,me,grey
10495,2015.0,chrysler,155950.0,unknown,gas,automatic,fwd,sedan,oh,unknown
36590,2018.0,lexus,7633.0,good,other,other,unknown,sedan,pa,white
7995,2013.0,nissan,114000.0,unknown,gas,automatic,unknown,unknown,ny,unknown
15000,1998.0,ford,99425.0,unknown,diesel,automatic,unknown,unknown,md,unknown
2900,2009.0,volkswagen,170000.0,unknown,gas,automatic,4wd,unknown,ny,unknown
2100,1996.0,ford,245900.0,good,gas,automatic,unknown,unknown,az,unknown
2875,2009.0,chevrolet,223000.0,excellent,gas,manual,fwd,unknown,wi,unknown
37647,2015.0,jeep,36767.0,unknown,gas,automatic,4wd,convertible,il,unknown
7400,2007.0,toyota,118049.0,excellent,gas,automatic,fwd,sedan,in,unknown
15688,2015.0,honda,130798.0,good,gas,automatic,fwd,sedan,ca,blue
15990,2017.0,ford,48195.0,good,hybrid,other,fwd,wagon,ga,blue
18995,2012.0,ford,141780.0,good,gas,automatic,4wd,truck,az,white
24990,2018.0,gmc,32329.0,good,other,other,unknown,pickup,fl,unknown
563,2017.0,ram,32619.0,unknown,diesel,automatic,4wd,truck,ca,unknown
34900,2018.0,gmc,87848.0,like new,gas,automatic,unknown,pickup,tx,blue
24695,2016.0,ford,37000.0,unknown,gas,automatic,unknown,unknown,oh,unknown
45300,2018.0,ram,34125.0,excellent,diesel,automatic,4wd,truck,sc,black
7995,2014.0,jeep,119740.0,unknown,gas,automatic,fwd,SUV,il,white
12900,2020.0,hyundai,17000.0,like new,gas,automatic,fwd,hatchback,fl,unknown
29800,2019.0,ford,38700.0,excellent,gas,automatic,unknown,unknown,mi,white
30990,2017.0,toyota,41124.0,good,gas,other,unknown,pickup,ga,red
7400,2007.0,nissan,106000.0,unknown,gas,automatic,unknown,unknown,ny,unknown
13495,2012.0,subaru,71281.0,unknown,gas,automatic,4wd,wagon,pa,blue
53025,2014.0,chevrolet,4668.0,unknown,gas,manual,rwd,unknown,ks,unknown
51071,2020.0,ram,12112.0,unknown,gas,automatic,4wd,unknown,ca,silver
31990,2015.0,lexus,90962.0,good,gas,other,4wd,other,ca,unknown
35590,2018.0,mercedes-benz,17327.0,good,gas,automatic,rwd,sedan,ny,unknown
68999,2018.0,chevrolet,50689.0,unknown,diesel,automatic,4wd,truck,wa,red
15977,2017.0,toyota,76595.0,unknown,gas,automatic,fwd,unknown,tx,black
6990,2008.0,honda,171207.0,excellent,gas,automatic,fwd,sedan,or,red
37990,2016.0,chevrolet,9704.0,good,gas,other,rwd,coupe,wi,red
2500,1994.0,chevrolet,186505.0,excellent,gas,automatic,rwd,truck,ok,white
6000,2005.0,acura,98000.0,good,gas,automatic,fwd,sedan,ny,white
4500,2002.0,honda,185445.0,unknown,gas,automatic,unknown,unknown,ca,unknown
52990,2020.0,ram,7634.0,unknown,gas,automatic,4wd,pickup,nh,unknown
36419,2018.0,gmc,107965.0,unknown,gas,automatic,rwd,SUV,tx,red
10562,2011.0,subaru,161000.0,unknown,gas,automatic,unknown,unknown,mt,unknown
11000,2013.0,toyota,107000.0,good,gas,automatic,4wd,SUV,ma,black
26990,2018.0,gmc,26514.0,good,gas,other,fwd,SUV,ma,unknown
44950,2016.0,ford,128361.0,unknown,diesel,automatic,unknown,unknown,ia,unknown
46998,2020.0,ford,2200.0,excellent,gas,automatic,rwd,coupe,ca,unknown
2900,2002.0,mercedes-benz,170755.0,good,gas,automatic,4wd,sedan,in,silver
24990,2020.0,buick,4414.0,good,gas,other,fwd,SUV,tn,white
8999,2013.0,ford,104365.0,like new,gas,automatic,fwd,unknown,id,unknown
34590,2018.0,dodge,28912.0,good,gas,other,unknown,SUV,ny,blue
4900,2003.0,toyota,207000.0,good,gas,automatic,unknown,unknown,oh,unknown
39990,2020.0,mercedes-benz,11014.0,good,other,other,unknown,other,ca,white
16300,2013.0,audi,98000.0,excellent,gas,automatic,4wd,coupe,ca,white
11777,2014.0,bmw,127116.0,unknown,diesel,automatic,unknown,sedan,il,black
10500,2013.0,ford,115879.0,unknown,gas,automatic,unknown,SUV,ca,silver
13250,2014.0,toyota,88886.0,unknown,gas,automatic,fwd,unknown,tx,white
30590,2018.0,lincoln,40938.0,good,gas,other,fwd,SUV,pa,red
31590,2019.0,cadillac,12102.0,good,other,other,fwd,hatchback,va,black
34990,2016.0,gmc,34425.0,good,gas,other,4wd,pickup,ny,red
28900,2018.0,dodge,61173.0,excellent,gas,automatic,rwd,sedan,ca,custom
36590,2019.0,gmc,14222.0,good,gas,other,4wd,pickup,ga,blue
35590,2020.0,cadillac,17603.0,good,gas,other,unknown,sedan,pa,black
4500,2005.0,toyota,200000.0,unknown,gas,automatic,unknown,unknown,fl,unknown
15976,2017.0,volkswagen,34330.0,excellent,gas,automatic,unknown,SUV,oh,unknown
30490,2018.0,bmw,24588.0,unknown,gas,automatic,rwd,sedan,al,black
5600,2007.0,hyundai,131083.0,unknown,gas,automatic,unknown,sedan,fl,blue
5500,2003.0,volkswagen,93000.0,excellent,gas,manual,fwd,sedan,ca,black
9400,2011.0,mini,73298.0,unknown,gas,automatic,4wd,sedan,nj,green
2500,2008.0,bmw,107000.0,like new,gas,automatic,rwd,sedan,oh,black
11499,2007.0,lexus,110414.0,good,gas,automatic,fwd,SUV,tx,silver
25999,2015.0,ford,76180.0,unknown,gas,automatic,rwd,convertible,tn,black
6999,2001.0,lexus,136451.0,unknown,gas,automatic,fwd,sedan,co,unknown
17950,2012.0,gmc,127012.0,excellent,gas,automatic,4wd,truck,ma,blue
8940,2001.0,chevrolet,170862.0,excellent,gas,automatic,4wd,truck,ca,brown
8495,2013.0,ford,142000.0,new,gas,automatic,4wd,SUV,ma,white
26500,2012.0,chevrolet,138855.0,excellent,gas,automatic,rwd,van,mi,unknown
8777,2012.0,ford,49229.0,unknown,gas,automatic,unknown,sedan,oh,black
24958,2018.0,jeep,31056.0,unknown,gas,automatic,4wd,unknown,il,unknown
7995,2010.0,ford,207891.0,unknown,gas,automatic,unknown,unknown,mi,unknown
8495,2012.0,mini,107612.0,unknown,gas,automatic,unknown,other,ct,custom
8200,1991.0,mazda,185000.0,excellent,gas,manual,rwd,convertible,ca,white
35000,2020.0,toyota,21961.0,excellent,gas,automatic,fwd,mini-van,ia,black
54990,2020.0,chevrolet,7397.0,good,other,other,4wd,SUV,ma,black
17995,2015.0,infiniti,27495.0,unknown,gas,automatic,rwd,sedan,nc,unknown
17995,2012.0,toyota,206456.0,unknown,gas,automatic,unknown,unknown,ca,unknown
16900,2016.0,dodge,101183.0,unknown,gas,other,4wd,SUV,ak,unknown
10988,2016.0,chevrolet,100090.0,unknown,gas,automatic,unknown,unknown,tx,unknown
10997,2015.0,kia,52163.0,good,gas,automatic,fwd,hatchback,mo,red
5998,2007.0,volkswagen,105658.0,good,gas,automatic,fwd,sedan,nc,silver
32990,2018.0,chevrolet,33209.0,good,other,other,unknown,pickup,sc,black
18698,2014.0,dodge,79885.0,unknown,gas,automatic,4wd,sedan,id,red
39990,2018.0,audi,44054.0,good,other,other,unknown,sedan,pa,black
21590,2020.0,dodge,17894.0,good,gas,other,fwd,SUV,mn,silver
11188,2008.0,lexus,155047.0,good,gas,automatic,unknown,other,ca,white
5500,2010.0,honda,170000.0,good,gas,automatic,fwd,sedan,ca,grey
5995,2008.0,jeep,123000.0,excellent,gas,automatic,4wd,SUV,oh,unknown
38990,2015.0,ford,47518.0,good,gas,other,4wd,pickup,nc,red
36590,2019.0,cadillac,9160.0,good,gas,other,unknown,hatchback,fl,red
9995,2015.0,kia,110247.0,like new,gas,automatic,fwd,sedan,oh,red
29590,2017.0,jaguar,15530.0,good,gas,other,unknown,sedan,al,black
3695,2009.0,toyota,165223.0,good,gas,automatic,fwd,sedan,pa,silver
5300,2012.0,kia,119000.0,excellent,gas,automatic,fwd,SUV,wi,black
11995,2013.0,hyundai,67668.0,unknown,gas,automatic,fwd,sedan,wa,grey
25990,2016.0,gmc,24688.0,good,gas,other,unknown,pickup,tx,white
16990,2016.0,chevrolet,35793.0,good,other,other,fwd,sedan,tn,unknown
13900,2018.0,chevrolet,61881.0,unknown,gas,other,fwd,sedan,fl,white
35590,2019.0,gmc,8218.0,good,gas,other,unknown,pickup,ny,white
37583,2015.0,toyota,84462.0,unknown,gas,automatic,4wd,truck,va,white
8450,2006.0,toyota,258350.0,unknown,gas,automatic,4wd,pickup,wi,grey
44590,2020.0,rover,9103.0,good,gas,other,unknown,other,tn,blue
19976,2017.0,ford,185964.0,good,gas,automatic,rwd,van,wi,red
15850,2008.0,gmc,156000.0,excellent,gas,automatic,4wd,SUV,mt,silver
850,2003.0,honda,175664.0,good,gas,automatic,fwd,coupe,tn,red
22995,2017.0,dodge,71567.0,excellent,gas,automatic,unknown,other,nm,unknown
3700,2002.0,toyota,260000.0,good,gas,automatic,rwd,SUV,ca,black
12995,2013.0,honda,160800.0,excellent,gas,automatic,4wd,SUV,id,black
32800,2019.0,ford,50200.0,excellent,gas,automatic,unknown,unknown,oh,white
12995,1998.0,gmc,56000.0,good,gas,automatic,rwd,unknown,wa,white
7500,2005.0,subaru,137000.0,excellent,gas,automatic,4wd,wagon,or,silver
17990,2014.0,hyundai,64904.0,good,gas,automatic,4wd,SUV,or,grey
12199,1998.0,jeep,108700.0,excellent,gas,manual,4wd,unknown,co,blue
15500,2013.0,ford,155103.0,excellent,gas,automatic,rwd,truck,pa,white
25990,2017.0,jaguar,18271.0,good,gas,other,unknown,sedan,md,silver
18988,2015.0,bmw,75697.0,unknown,gas,other,4wd,unknown,ma,black
38600,2016.0,toyota,39200.0,excellent,gas,automatic,4wd,truck,ca,silver
4500,2005.0,mini,110265.0,like new,gas,automatic,fwd,coupe,nv,blue
5600,2013.0,dodge,91000.0,excellent,gas,automatic,fwd,sedan,nc,blue
31995,2014.0,porsche,84700.0,like new,gas,automatic,unknown,unknown,ga,grey
22495,2015.0,audi,80638.0,unknown,gas,automatic,unknown,other,nj,white
5497,2005.0,ford,141602.0,unknown,gas,automatic,fwd,sedan,fl,unknown
6800,2003.0,jeep,171800.0,unknown,gas,automatic,4wd,SUV,ca,unknown
13999,2012.0,nissan,124689.0,excellent,gas,automatic,4wd,SUV,nj,silver
4515,2004.0,toyota,100000.0,like new,gas,automatic,fwd,sedan,md,silver
5500,2006.0,chrysler,111658.0,like new,gas,automatic,unknown,sedan,fl,black
79999,2020.0,gmc,25504.0,unknown,diesel,automatic,4wd,truck,id,white
29990,2017.0,jeep,28680.0,good,gas,other,4wd,other,ar,black
30590,2016.0,dodge,5937.0,good,gas,other,rwd,coupe,az,black
7999,2007.0,honda,145000.0,like new,gas,automatic,unknown,unknown,ca,unknown
14995,2008.0,ford,205033.0,unknown,diesel,automatic,unknown,unknown,mi,unknown
2000,2009.0,buick,200000.0,good,gas,automatic,unknown,sedan,oh,white
8700,2014.0,jeep,106619.0,good,gas,automatic,4wd,SUV,tx,unknown
28995,2011.0,gmc,207717.0,unknown,diesel,automatic,4wd,pickup,fl,white
22995,2012.0,jeep,101454.0,unknown,other,automatic,4wd,SUV,dc,black
5995,2012.0,nissan,34906.0,excellent,gas,automatic,fwd,hatchback,mn,silver
18000,2016.0,nissan,26000.0,like new,gas,manual,unknown,unknown,ok,unknown
9414,2010.0,jeep,150833.0,unknown,gas,automatic,4wd,unknown,oh,black
14995,2012.0,subaru,87971.0,excellent,gas,automatic,4wd,wagon,id,silver
2500,2008.0,honda,204561.0,good,gas,automatic,fwd,sedan,al,silver
19999,2017.0,ford,34365.0,unknown,gas,automatic,fwd,sedan,nv,unknown
11988,2013.0,buick,62150.0,excellent,gas,automatic,fwd,sedan,id,brown
30000,2018.0,ram,17080.0,unknown,gas,automatic,unknown,unknown,or,blue
31590,2017.0,jeep,30577.0,good,gas,other,4wd,other,tn,unknown
17990,2014.0,volkswagen,31374.0,good,diesel,other,fwd,wagon,wi,red
7995,2012.0,honda,167695.0,unknown,gas,manual,unknown,coupe,ok,black
10975,2009.0,honda,141707.0,unknown,gas,automatic,4wd,SUV,or,blue
81981,2021.0,ford,8253.0,unknown,diesel,automatic,4wd,pickup,tx,white
11900,2016.0,ford,104000.0,unknown,gas,automatic,unknown,unknown,ny,unknown
1950,1995.0,mercedes-benz,178000.0,fair,gas,automatic,rwd,unknown,ca,blue
59995,2017.0,ram,86303.0,unknown,other,automatic,4wd,pickup,ok,black
68550,2019.0,ford,7051.0,unknown,gas,automatic,4wd,SUV,in,white
3995,1998.0,honda,194949.0,unknown,gas,automatic,fwd,sedan,or,custom
39990,2020.0,buick,15490.0,good,gas,other,unknown,other,mi,black
6599,2007.0,hyundai,131000.0,unknown,gas,automatic,unknown,unknown,ny,unknown
4800,2010.0,subaru,140000.0,good,gas,automatic,unknown,unknown,ny,unknown
60990,2019.0,audi,8798.0,good,gas,automatic,unknown,other,ma,black
30590,2018.0,subaru,9489.0,good,gas,other,rwd,coupe,pa,blue
66995,2019.0,ram,49884.0,unknown,diesel,automatic,4wd,pickup,ca,black
12400,2013.0,ford,174085.0,good,other,automatic,unknown,bus,or,white
7500,2010.0,hyundai,110592.0,like new,gas,automatic,fwd,SUV,nv,grey
8995,2003.0,honda,100588.0,unknown,gas,automatic,unknown,unknown,ca,unknown
33990,2015.0,porsche,68239.0,good,gas,other,unknown,other,ca,blue
42999,2018.0,chevrolet,19945.0,unknown,gas,automatic,4wd,truck,or,white
4899,2008.0,chevrolet,123172.0,excellent,gas,automatic,fwd,coupe,oh,black
7800,2010.0,chevrolet,222000.0,good,gas,automatic,fwd,SUV,tx,black
6490,2007.0,honda,161450.0,excellent,gas,automatic,fwd,SUV,nc,blue
28990,2012.0,chevrolet,14921.0,excellent,gas,automatic,unknown,pickup,ca,white
3997,2000.0,toyota,176703.0,unknown,gas,automatic,fwd,unknown,wi,unknown
11995,2008.0,toyota,136000.0,excellent,gas,automatic,unknown,pickup,ma,blue
6000,2000.0,dodge,97000.0,good,gas,automatic,rwd,truck,az,white
3695,2004.0,chevrolet,179829.0,excellent,gas,automatic,4wd,SUV,oh,silver
16900,2016.0,dodge,101183.0,unknown,gas,other,4wd,SUV,ak,unknown
13996,2003.0,porsche,99685.0,good,gas,other,rwd,convertible,vt,black
25990,2017.0,jaguar,29170.0,good,other,other,unknown,sedan,oh,blue
3990,2009.0,chevrolet,175043.0,unknown,gas,automatic,4wd,SUV,nh,blue
