sale_price_usd,age_at_sale,sale_year,product_group,product_size,enclosure,state
7000.0,7,2007,Skid Steer Loaders,unknown,OROPS,North Carolina
16000.0,12,1997,Backhoe Loaders,unknown,EROPS,Illinois
17000.0,11,2010,Track Type Tractors,unknown,OROPS,New York
65000.0,8,2008,Track Excavators,Large / Medium,EROPS w AC,Texas
20500.0,6,2009,Track Type Tractors,unknown,OROPS,Florida
34000.0,5,2010,Track Excavators,Small,EROPS,Washington
22000.0,4,1994,Backhoe Loaders,unknown,OROPS,Illinois
6000.0,9,2000,Skid Steer Loaders,unknown,OROPS,Florida
23000.0,6,2008,Wheel Loader,Compact,OROPS,Florida
16000.0,1,2005,Track Excavators,Mini,EROPS,Unspecified
13000.0,4,2010,Skid Steer Loaders,unknown,OROPS,California
42000.0,3,2010,Track Type Tractors,unknown,OROPS,North Carolina
36000.0,13,2011,Track Type Tractors,Medium,EROPS w AC,Pennsylvania
9500.0,6,2010,Wheel Loader,Compact,OROPS,Georgia
45000.0,6,2001,Track Type Tractors,unknown,OROPS,Minnesota
19000.0,12,2011,Backhoe Loaders,unknown,EROPS,Kentucky
13500.0,2,2007,Track Excavators,Mini,EROPS,North Carolina
20000.0,10,2005,Track Excavators,Mini,EROPS,North Carolina
15500.0,17,1998,Motor Graders,unknown,EROPS,New Jersey
10500.0,3,2001,Skid Steer Loaders,unknown,OROPS,Georgia
51000.0,9,2004,Track Excavators,Large / Medium,EROPS w AC,Alabama
75000.0,4,2007,Track Excavators,Large / Medium,EROPS w AC,New Jersey
29000.0,13,2007,Track Excavators,Small,EROPS,Connecticut
9000.0,9,1995,Skid Steer Loaders,unknown,OROPS,Georgia
36000.0,7,2010,Backhoe Loaders,unknown,EROPS w AC,Kentucky
12500.0,2,2007,Skid Steer Loaders,unknown,OROPS,California
9500.0,6,2006,Track Excavators,Mini,EROPS,Georgia
15500.0,26,1999,Track Type Tractors,unknown,OROPS,Florida
23000.0,9,2010,Backhoe Loaders,unknown,EROPS w AC,Colorado
28000.0,2,2001,Track Type Tractors,unknown,OROPS,Unspecified
110000.0,3,2001,Motor Graders,unknown,EROPS w AC,Alabama
91000.0,3,2007,Wheel Loader,Medium,EROPS,Maryland
42500.0,5,2006,Track Type Tractors,unknown,EROPS w AC,Alabama
36000.0,18,2009,Track Type Tractors,Medium,OROPS,Texas
32000.0,15,2008,Wheel Loader,unknown,EROPS,Pennsylvania
28000.0,2,2000,Backhoe Loaders,unknown,OROPS,Texas
43000.0,4,2001,Track Excavators,Large / Medium,EROPS w AC,Unspecified
10500.0,8,2009,Skid Steer Loaders,unknown,EROPS,New Jersey
26000.0,8,1995,Track Excavators,Large / Medium,EROPS,South Carolina
11250.0,23,1997,Wheel Loader,unknown,OROPS,Pennsylvania
34000.0,3,2000,Track Type Tractors,unknown,OROPS,Texas
27500.0,7,1999,Backhoe Loaders,unknown,EROPS w AC,North Carolina
37000.0,6,2011,Track Type Tractors,unknown,EROPS w AC,California
45000.0,7,2002,Track Excavators,Large / Medium,EROPS,Nevada
9600.0,17,2001,Wheel Loader,unknown,EROPS,Georgia
36000.0,9,2003,Track Excavators,Small,EROPS w AC,Mississippi
14000.0,8,2003,Skid Steer Loaders,unknown,OROPS,Pennsylvania
64000.0,9,1995,Track Type Tractors,Medium,OROPS,Missouri
6500.0,12,2007,Skid Steer Loaders,unknown,OROPS,Michigan
8000.0,20,2011,Backhoe Loaders,unknown,OROPS,Pennsylvania
8500.0,3,2007,Track Excavators,Mini,EROPS,Texas
20500.0,4,2006,Track Excavators,Mini,EROPS,Colorado
11000.0,25,1990,Track Type Tractors,Large,OROPS,Texas
44000.0,6,2004,Wheel Loader,Medium,EROPS,North Carolina
60000.0,8,2009,Track Excavators,Large / Medium,EROPS,Washington
33000.0,10,2004,Motor Graders,unknown,EROPS,Pennsylvania
5100.0,14,2009,Skid Steer Loaders,unknown,OROPS,Florida
21000.0,9,2005,Backhoe Loaders,unknown,OROPS,Florida
45000.0,13,2003,Motor Graders,unknown,OROPS,Florida
11500.0,32,2005,Track Type Tractors,Large,OROPS,Pennsylvania
12000.0,22,2010,Wheel Loader,unknown,OROPS,Nevada
90000.0,9,2010,Wheel Loader,Medium,EROPS w AC,New Mexico
27000.0,19,2008,Track Excavators,Large / Medium,EROPS,Pennsylvania
23500.0,10,2007,Backhoe Loaders,unknown,EROPS,Ohio
19500.0,9,1994,Backhoe Loaders,unknown,EROPS,Ohio
37000.0,8,2003,Wheel Loader,unknown,EROPS,South Carolina
5000.0,13,2008,Skid Steer Loaders,unknown,OROPS,Texas
24500.0,5,1995,Track Excavators,Mini,EROPS,Ohio
11000.0,16,2008,Track Excavators,Mini,EROPS,Alabama
31000.0,6,1993,Track Type Tractors,unknown,OROPS,Missouri
34000.0,6,2007,Track Excavators,Large / Medium,EROPS,Connecticut
33000.0,23,1997,Track Type Tractors,Large,OROPS,Iowa
14000.0,6,1991,Backhoe Loaders,unknown,OROPS,Maryland
37000.0,17,1993,Wheel Loader,Large,EROPS,Maine
105000.0,2,2006,Track Type Tractors,Medium,EROPS w AC,Alabama
25000.0,15,2008,Wheel Loader,unknown,OROPS,Florida
32500.0,8,2003,Track Type Tractors,Large,EROPS w AC,Colorado
63000.0,4,2000,Track Excavators,Large / Medium,EROPS w AC,South Carolina
11500.0,3,2008,Track Excavators,Mini,EROPS,Texas
37000.0,3,2006,Track Excavators,Small,EROPS w AC,Texas
50000.0,2,2004,Track Type Tractors,unknown,OROPS,South Carolina
18000.0,37,2007,Track Type Tractors,Medium,OROPS,Missouri
11000.0,2,1998,Skid Steer Loaders,unknown,OROPS,Texas
16000.0,12,2008,Track Excavators,Small,EROPS,Texas
17000.0,8,1995,Backhoe Loaders,unknown,OROPS,Florida
16000.0,3,2010,Skid Steer Loaders,unknown,EROPS w AC,North Carolina
30000.0,7,2007,Backhoe Loaders,unknown,OROPS,Georgia
37000.0,2,1990,Motor Graders,unknown,OROPS,Texas
22000.0,13,2001,Track Excavators,Large / Medium,EROPS,Florida
64500.0,4,1999,Track Excavators,Large / Medium,EROPS w AC,Florida
18000.0,8,2005,Backhoe Loaders,unknown,OROPS,Arizona
18500.0,2,2010,Track Excavators,Mini,EROPS,Illinois
40000.0,15,2010,Track Excavators,Large / Medium,EROPS w AC,Texas
18500.0,19,1993,Track Type Tractors,Large,OROPS,Arizona
8000.0,13,2010,Track Excavators,Mini,EROPS,California
12500.0,4,2009,Skid Steer Loaders,unknown,EROPS,Nebraska
71000.0,8,1995,Motor Graders,unknown,EROPS,Texas
20000.0,22,2000,Track Excavators,Large / Medium,EROPS,Pennsylvania
46000.0,25,1999,Track Type Tractors,Large,EROPS,Ohio
60000.0,18,2002,Track Type Tractors,Large,EROPS,Florida
37500.0,4,2008,Track Type Tractors,unknown,OROPS,Florida
50000.0,4,2008,Track Type Tractors,unknown,OROPS,Georgia
37000.0,11,2003,Wheel Loader,Medium,EROPS w AC,Missouri
27500.0,9,2011,Track Type Tractors,unknown,OROPS,Wisconsin
23000.0,8,2008,Backhoe Loaders,unknown,EROPS,Utah
29000.0,14,2007,Wheel Loader,Medium,EROPS,Indiana
50000.0,5,2010,Track Excavators,Large / Medium,EROPS,Idaho
11500.0,11,2001,Track Excavators,Mini,EROPS,New Jersey
50000.0,4,2007,Wheel Loader,unknown,EROPS w AC,Florida
55000.0,17,2007,Wheel Loader,Large,EROPS,Washington
16500.0,7,1993,Backhoe Loaders,unknown,OROPS,Maryland
12000.0,19,2002,Backhoe Loaders,unknown,OROPS,Connecticut
10500.0,30,2001,Motor Graders,unknown,OROPS,Georgia
10500.0,5,2004,Skid Steer Loaders,unknown,OROPS,Maryland
87000.0,3,1991,Track Excavators,Large / Medium,EROPS,Washington
19500.0,9,2004,Backhoe Loaders,unknown,EROPS,Illinois
35000.0,28,2011,Motor Graders,unknown,EROPS,Washington
50000.0,6,2009,Wheel Loader,Medium,EROPS w AC,Florida
55000.0,6,1992,Track Excavators,unknown,EROPS,Maryland
85000.0,3,2000,Track Excavators,Large / Medium,EROPS,California
60000.0,6,2004,Track Excavators,Large / Medium,EROPS,Alabama
56500.0,14,1998,Track Type Tractors,Medium,OROPS,Minnesota
30000.0,11,2011,Wheel Loader,Medium,OROPS,Texas
35000.0,5,2009,Wheel Loader,Medium,OROPS,Florida
12500.0,6,2011,Skid Steer Loaders,unknown,EROPS w AC,Illinois
71000.0,2,2007,Track Type Tractors,Medium,OROPS,Maryland
46000.0,2,1994,Wheel Loader,unknown,OROPS,Texas
28000.0,6,2011,Backhoe Loaders,unknown,EROPS w AC,Texas
77500.0,7,2008,Track Excavators,Large / Medium,EROPS w AC,Texas
36000.0,7,2000,Track Excavators,Small,EROPS w AC,New York
66000.0,11,2009,Track Type Tractors,Medium,EROPS w AC,North Carolina
8000.0,5,2009,Skid Steer Loaders,unknown,OROPS,Texas
33000.0,24,2005,Motor Graders,unknown,OROPS,Florida
76000.0,4,2000,Wheel Loader,unknown,EROPS w AC,Maryland
41000.0,7,2011,Track Excavators,Small,EROPS,Connecticut
29000.0,3,1994,Backhoe Loaders,unknown,OROPS,Mississippi
14500.0,5,2008,Skid Steer Loaders,unknown,OROPS,Texas
46000.0,5,2006,Track Type Tractors,unknown,OROPS,Washington
21000.0,10,1989,Track Type Tractors,unknown,EROPS,Florida
24000.0,3,2008,Wheel Loader,Compact,OROPS,Washington
14500.0,21,2010,Backhoe Loaders,unknown,EROPS,Florida
16500.0,7,2008,Backhoe Loaders,unknown,OROPS,Washington
11000.0,28,1999,Track Type Tractors,unknown,OROPS,Illinois
18500.0,14,2010,Wheel Loader,unknown,OROPS,North Carolina
36500.0,10,2009,Wheel Loader,Medium,OROPS,California
20000.0,8,2002,Track Excavators,Small,EROPS,Pennsylvania
37000.0,13,2011,Wheel Loader,Medium,EROPS w AC,Maryland
48000.0,7,2001,Track Excavators,Large / Medium,EROPS,California
47000.0,5,2001,Track Excavators,Large / Medium,EROPS,Texas
9750.0,8,2007,Track Excavators,Mini,EROPS,Florida
92500.0,6,2011,Wheel Loader,Medium,EROPS,Washington
39000.0,16,2002,Motor Graders,unknown,EROPS,Texas
33000.0,9,2007,Track Excavators,Large / Medium,EROPS w AC,California
26000.0,25,2000,Track Type Tractors,Large,OROPS,Connecticut
10000.0,7,2011,Track Excavators,Mini,EROPS,Texas
40000.0,12,2010,Wheel Loader,Medium,EROPS w AC,California
55000.0,2,2007,Track Type Tractors,unknown,OROPS,Louisiana
5750.0,9,2007,Skid Steer Loaders,unknown,OROPS,Florida
12000.0,21,2000,Track Excavators,Large / Medium,EROPS,Minnesota
7500.0,14,2009,Backhoe Loaders,unknown,OROPS,Arizona
50000.0,4,1991,Track Excavators,Large / Medium,EROPS,Texas
45000.0,7,2009,Wheel Loader,Medium,OROPS,Florida
9000.0,5,2008,Skid Steer Loaders,unknown,OROPS,South Carolina
65000.0,6,2007,Wheel Loader,Medium,EROPS,Ohio
23000.0,6,2003,Backhoe Loaders,unknown,OROPS,Texas
19500.0,3,2001,Skid Steer Loaders,unknown,OROPS,Tennessee
11000.0,44,2009,Track Type Tractors,Medium,OROPS,Georgia
65000.0,6,2000,Motor Graders,unknown,EROPS,Mississippi
27000.0,6,2009,Wheel Loader,unknown,EROPS,Maryland
13500.0,15,2003,Track Excavators,Small,EROPS,Washington
80000.0,6,2010,Wheel Loader,Medium,OROPS,Illinois
56000.0,8,2006,Track Excavators,Large / Medium,EROPS,Mississippi
29000.0,4,1994,Track Type Tractors,unknown,OROPS,Florida
15500.0,3,2003,Skid Steer Loaders,unknown,OROPS,Missouri
37000.0,8,1990,Motor Graders,unknown,EROPS,Kentucky
67500.0,7,2000,Track Excavators,Large / Medium,EROPS,New Jersey
23000.0,2,2001,Backhoe Loaders,unknown,OROPS,Georgia
8500.0,6,2008,Skid Steer Loaders,unknown,OROPS,Colorado
34000.0,3,1997,Wheel Loader,Compact,OROPS,Florida
13000.0,9,2011,Skid Steer Loaders,unknown,EROPS,Florida
17500.0,11,2001,Backhoe Loaders,unknown,EROPS,Florida
38000.0,25,2008,Wheel Loader,Medium,OROPS,Arizona
15000.0,3,2004,Skid Steer Loaders,unknown,OROPS,Louisiana
11000.0,13,1993,Track Type Tractors,unknown,OROPS,Georgia
20000.0,2,2008,Track Excavators,Mini,EROPS,Arkansas
35000.0,13,2009,Wheel Loader,Medium,EROPS w AC,Arizona
6000.0,4,2009,Skid Steer Loaders,unknown,OROPS,Texas
25000.0,10,2005,Track Excavators,Small,EROPS w AC,Florida
18500.0,4,2005,Skid Steer Loaders,unknown,OROPS,Texas
18500.0,6,2003,Wheel Loader,Compact,OROPS,Nevada
80000.0,5,2011,Track Type Tractors,Medium,OROPS,Florida
45000.0,27,2006,Motor Graders,unknown,EROPS,Nevada
30000.0,9,2009,Wheel Loader,unknown,EROPS w AC,Texas
47500.0,14,1994,Track Excavators,Large / Medium,EROPS,Colorado
117500.0,3,2011,Track Type Tractors,Medium,EROPS w AC,Connecticut
110000.0,3,2009,Track Type Tractors,Medium,EROPS w AC,Florida
12000.0,3,2007,Track Excavators,Mini,EROPS,Florida
67500.0,5,2006,Track Excavators,Large / Medium,EROPS,Florida
19500.0,7,1989,Track Type Tractors,unknown,EROPS,New York
26000.0,18,2002,Wheel Loader,Medium,OROPS,Florida
17000.0,21,1996,Track Type Tractors,unknown,OROPS,Texas
26000.0,6,2004,Backhoe Loaders,unknown,OROPS,Texas
14000.0,9,2007,Skid Steer Loaders,unknown,OROPS,Colorado
8800.0,26,1995,Motor Graders,unknown,OROPS,Arkansas
27500.0,3,1998,Track Excavators,Mini,EROPS,Pennsylvania
96000.0,3,2005,Track Excavators,Large / Medium,EROPS w AC,New Jersey
30000.0,9,2007,Backhoe Loaders,unknown,EROPS,Missouri
11500.0,7,2011,Track Excavators,Mini,EROPS,Alabama
25000.0,3,1995,Backhoe Loaders,unknown,OROPS,Washington
15000.0,15,2010,Track Excavators,Mini,EROPS,Connecticut
27500.0,6,1999,Track Excavators,Mini,EROPS,Connecticut
38000.0,4,2009,Track Type Tractors,unknown,OROPS,Georgia
33000.0,4,2008,Track Type Tractors,unknown,OROPS,Texas
16750.0,21,1991,Wheel Loader,unknown,OROPS,Florida
23500.0,11,2009,Motor Graders,unknown,OROPS,South Carolina
23500.0,5,2004,Backhoe Loaders,unknown,OROPS,Texas
73000.0,18,2007,Motor Graders,unknown,EROPS w AC,New Jersey
92500.0,10,2011,Motor Graders,unknown,EROPS w AC,Mississippi
15000.0,7,1998,Track Type Tractors,unknown,OROPS,Florida
27500.0,13,2008,Wheel Loader,Medium,EROPS,Ohio
39000.0,12,1989,Track Type Tractors,Large,OROPS,Kentucky
19000.0,7,1993,Track Type Tractors,unknown,OROPS,California
40000.0,22,2006,Track Type Tractors,Medium,OROPS,California
8000.0,9,2006,Skid Steer Loaders,unknown,OROPS,Texas
59000.0,3,2011,Track Excavators,Small,EROPS w AC,Illinois
31000.0,10,2007,Track Type Tractors,unknown,OROPS,Minnesota
25500.0,6,1995,Backhoe Loaders,unknown,EROPS,Indiana
31000.0,28,2007,Wheel Loader,Medium,EROPS,Ohio
10000.0,11,1991,Backhoe Loaders,unknown,OROPS,Washington
12500.0,0,2002,Skid Steer Loaders,unknown,OROPS,Minnesota
24000.0,7,1995,Backhoe Loaders,unknown,OROPS,Texas
23000.0,10,2007,Backhoe Loaders,unknown,OROPS,North Carolina
20000.0,10,2002,Track Excavators,Small,EROPS,Connecticut
11500.0,38,2011,Wheel Loader,unknown,EROPS,Nebraska
7500.0,13,2009,Skid Steer Loaders,unknown,OROPS,Missouri
20000.0,24,1995,Track Type Tractors,Medium,OROPS,New York
21000.0,11,2008,Backhoe Loaders,unknown,OROPS,Alabama
61500.0,4,1998,Track Excavators,Large / Medium,EROPS w AC,Florida
28000.0,9,2005,Wheel Loader,Medium,OROPS,Florida
13000.0,5,2010,Skid Steer Loaders,unknown,OROPS,Mississippi
37000.0,18,1996,Track Type Tractors,Large,EROPS,Pennsylvania
19000.0,14,2011,Wheel Loader,unknown,OROPS,Texas
20000.0,28,2000,Track Type Tractors,Medium,OROPS,Washington
10500.0,3,2004,Skid Steer Loaders,unknown,OROPS,New Jersey
16000.0,7,2007,Track Excavators,Mini,EROPS,Maryland
20000.0,15,2009,Track Type Tractors,Medium,OROPS,Maryland
19500.0,9,2004,Backhoe Loaders,unknown,EROPS,Utah
28000.0,13,2011,Track Excavators,Large / Medium,EROPS,Washington
13000.0,15,2011,Backhoe Loaders,unknown,EROPS,Utah
42000.0,7,2005,Track Excavators,Large / Medium,EROPS w AC,Florida
62000.0,7,2002,Wheel Loader,Medium,EROPS w AC,Texas
27500.0,7,2003,Track Excavators,Small,EROPS w AC,New Jersey
8500.0,5,2003,Track Excavators,Mini,EROPS,North Carolina
52500.0,18,2003,Track Type Tractors,Large,OROPS,Missouri
27500.0,15,2006,Track Type Tractors,unknown,OROPS,New Jersey
38000.0,7,2011,Backhoe Loaders,unknown,EROPS w AC,Missouri
9500.0,6,1997,Skid Steer Loaders,unknown,OROPS,Texas
80000.0,6,2002,Motor Graders,unknown,EROPS w AC,Texas
31500.0,23,2001,Motor Graders,unknown,EROPS,Florida
40000.0,12,1999,Wheel Loader,Medium,EROPS w AC,Ohio
8500.0,8,2010,Skid Steer Loaders,unknown,OROPS,Florida
75000.0,5,2006,Track Type Tractors,Medium,OROPS,Texas
21000.0,5,2001,Backhoe Loaders,unknown,OROPS,South Carolina
25000.0,30,2005,Track Type Tractors,Large,OROPS,California
17500.0,8,2005,Backhoe Loaders,unknown,OROPS,Florida
11500.0,4,2009,Track Excavators,Mini,EROPS,Florida
20000.0,23,2001,Wheel Loader,Medium,EROPS,Colorado
10500.0,3,2003,Skid Steer Loaders,unknown,OROPS,Florida
15000.0,2,2009,Skid Steer Loaders,unknown,OROPS,California
20000.0,13,2009,Wheel Loader,unknown,OROPS,California
34000.0,5,2009,Track Type Tractors,Medium,OROPS,Texas
8250.0,28,2010,Track Type Tractors,unknown,OROPS,New Jersey
50000.0,20,2010,Motor Graders,unknown,EROPS w AC,Colorado
44000.0,6,1998,Track Type Tractors,unknown,OROPS,Indiana
56000.0,4,2004,Track Excavators,Large / Medium,EROPS w AC,Florida
34000.0,6,2010,Backhoe Loaders,unknown,EROPS w AC,Washington
43500.0,24,1998,Track Type Tractors,Large,EROPS,Pennsylvania
92500.0,4,1993,Wheel Loader,Medium,EROPS,Ohio
78000.0,12,1995,Motor Graders,unknown,EROPS,Texas
21000.0,8,2009,Backhoe Loaders,unknown,OROPS,California
42000.0,16,2001,Motor Graders,unknown,OROPS,California
41000.0,5,2009,Wheel Loader,Medium,EROPS w AC,Florida
9000.0,7,2007,Skid Steer Loaders,unknown,OROPS,Maryland
39000.0,2,1989,Wheel Loader,Medium,EROPS,Kentucky
32000.0,6,2008,Backhoe Loaders,unknown,EROPS w AC,Maryland
30000.0,3,1997,Backhoe Loaders,unknown,EROPS,Missouri
28000.0,6,1993,Track Type Tractors,unknown,EROPS,New Jersey
19000.0,9,1996,Wheel Loader,unknown,EROPS w AC,Florida
16000.0,5,2011,Wheel Loader,Compact,OROPS,Texas
13000.0,21,1992,Wheel Loader,Medium,EROPS,Alabama
27000.0,3,2008,Backhoe Loaders,unknown,OROPS,California
15000.0,20,1999,Wheel Loader,Medium,EROPS,Connecticut
17000.0,18,1995,Wheel Loader,unknown,EROPS,Florida
17000.0,17,2010,Backhoe Loaders,unknown,OROPS,Texas
57500.0,3,2009,Wheel Loader,Medium,EROPS w AC,Texas
20500.0,26,2004,Wheel Loader,Medium,OROPS,California
27000.0,14,2010,Wheel Loader,Medium,EROPS,Illinois
62500.0,10,2008,Wheel Loader,Medium,EROPS w AC,Arizona
25000.0,14,2006,Track Excavators,Small,EROPS,Florida
27000.0,16,2003,Wheel Loader,unknown,EROPS,Utah
44000.0,9,1997,Track Excavators,Large / Medium,EROPS,Washington
11000.0,5,2009,Skid Steer Loaders,unknown,OROPS,Texas
43000.0,7,1995,Track Excavators,Large / Medium,EROPS,Indiana
35000.0,8,2011,Track Excavators,Small,EROPS,Alabama
41000.0,5,2011,Wheel Loader,unknown,OROPS,Florida
28500.0,7,1998,Backhoe Loaders,unknown,OROPS,New York
17000.0,21,2006,Wheel Loader,unknown,OROPS,New Jersey
11000.0,6,2010,Skid Steer Loaders,unknown,OROPS,Iowa
16500.0,6,2002,Backhoe Loaders,unknown,OROPS,Texas
10000.0,20,2006,Backhoe Loaders,unknown,OROPS,California
25500.0,21,1998,Track Type Tractors,Medium,OROPS,Texas
12000.0,9,1989,Wheel Loader,unknown,OROPS,Washington
28000.0,8,2011,Backhoe Loaders,unknown,OROPS,California
14500.0,12,1990,Track Type Tractors,Large,OROPS,Maryland
24000.0,4,2008,Backhoe Loaders,unknown,OROPS,Arizona
15500.0,12,2010,Backhoe Loaders,unknown,OROPS,Mississippi
90000.0,2,2008,Wheel Loader,unknown,EROPS w AC,Florida
14500.0,35,2004,Track Type Tractors,Large,OROPS,Minnesota
22500.0,15,2007,Wheel Loader,Medium,OROPS,California
95000.0,2,2010,Track Excavators,Large / Medium,EROPS,Florida
15500.0,5,1993,Backhoe Loaders,unknown,OROPS,California
10000.0,6,2004,Skid Steer Loaders,unknown,OROPS,New Jersey
61500.0,3,1995,Track Excavators,Small,EROPS,Ohio
23000.0,4,2009,Backhoe Loaders,unknown,OROPS,Florida
10000.0,41,2005,Track Type Tractors,Large,OROPS,Washington
40000.0,24,2002,Wheel Loader,Large,EROPS w AC,Wyoming
24000.0,10,2007,Track Type Tractors,unknown,EROPS,Mississippi
42000.0,3,2005,Track Type Tractors,unknown,OROPS,Florida
72500.0,10,2006,Wheel Loader,Medium,EROPS w AC,New Mexico
10500.0,11,2011,Track Excavators,Mini,EROPS,Illinois
24000.0,10,2006,Backhoe Loaders,unknown,OROPS,Texas
49000.0,13,2006,Track Excavators,Large / Medium,EROPS,Maine
55000.0,10,2011,Wheel Loader,Medium,EROPS w AC,Maryland
13000.0,2,2010,Skid Steer Loaders,unknown,OROPS,Alabama
13000.0,1,2002,Skid Steer Loaders,unknown,OROPS,Ohio
21000.0,6,1999,Track Excavators,Mini,EROPS,Ohio
55000.0,6,2004,Wheel Loader,unknown,EROPS w AC,Alabama
57000.0,11,1999,Track Type Tractors,Medium,OROPS,Texas
62000.0,3,1999,Track Type Tractors,unknown,OROPS,Texas
34650.0,3,2008,Backhoe Loaders,unknown,OROPS,Tennessee
117600.0,12,2008,Track Type Tractors,Large,OROPS,Tennessee
23500.0,6,1996,Backhoe Loaders,unknown,OROPS,New Jersey
25000.0,20,2007,Motor Graders,unknown,EROPS w AC,Arizona
20000.0,12,2002,Track Excavators,Large / Medium,EROPS,North Carolina
9500.0,20,2010,Track Type Tractors,unknown,EROPS w AC,Mississippi
30000.0,7,1995,Track Excavators,Large / Medium,EROPS,Wisconsin
58000.0,4,2002,Wheel Loader,Medium,EROPS w AC,North Carolina
17750.0,17,2008,Track Type Tractors,unknown,OROPS,Oklahoma
42500.0,3,1999,Track Excavators,Small,EROPS w AC,New York
85000.0,5,2010,Track Excavators,Large / Medium,EROPS w AC,South Dakota
12000.0,12,2011,Skid Steer Loaders,unknown,OROPS,Florida
18500.0,6,2003,Backhoe Loaders,unknown,OROPS,Florida
29000.0,9,2009,Track Excavators,Small,EROPS w AC,Texas
12500.0,12,2001,Track Type Tractors,unknown,OROPS,Connecticut
10500.0,22,2001,Backhoe Loaders,unknown,EROPS,Idaho
90000.0,4,2002,Track Excavators,Large / Medium,EROPS,Connecticut
15000.0,22,2009,Motor Graders,unknown,EROPS,Maryland
72000.0,8,2001,Wheel Loader,Medium,EROPS w AC,Florida
60000.0,12,2003,Wheel Loader,Medium,EROPS w AC,Mississippi
125000.0,4,2008,Track Type Tractors,Large,EROPS w AC,Florida
11000.0,10,1991,Wheel Loader,unknown,OROPS,Florida
25987.0,12,2008,Track Type Tractors,Medium,OROPS,Tennessee
24000.0,8,1999,Track Type Tractors,unknown,OROPS,New Jersey
11000.0,4,2010,Track Excavators,Mini,EROPS,Texas
25000.0,5,2009,Track Type Tractors,unknown,OROPS,Georgia
20000.0,8,2006,Backhoe Loaders,unknown,OROPS,Ohio
20000.0,1,2001,Skid Steer Loaders,unknown,OROPS,Pennsylvania
25000.0,14,2002,Track Excavators,Large / Medium,EROPS,Colorado
9500.0,8,2004,Skid Steer Loaders,unknown,OROPS,California
16500.0,10,1994,Backhoe Loaders,unknown,OROPS,Washington
31000.0,13,1993,Wheel Loader,Medium,EROPS,Texas
35000.0,5,2007,Backhoe Loaders,unknown,EROPS w AC,Mississippi
26000.0,5,1993,Track Type Tractors,unknown,OROPS,Maine
60000.0,8,2009,Track Excavators,Large / Medium,EROPS w AC,Florida
84000.0,5,2003,Track Excavators,Large / Medium,EROPS w AC,Florida
21000.0,10,2004,Backhoe Loaders,unknown,OROPS,Florida
21000.0,5,2004,Backhoe Loaders,unknown,OROPS,Washington
16500.0,14,2006,Backhoe Loaders,unknown,OROPS,Connecticut
13000.0,10,1999,Backhoe Loaders,unknown,EROPS,New Mexico
14500.0,7,2005,Track Excavators,Mini,EROPS,Michigan
34500.0,3,2001,Track Type Tractors,unknown,OROPS,Pennsylvania
29000.0,13,2006,Track Type Tractors,unknown,OROPS,Iowa
14000.0,11,2008,Wheel Loader,Compact,OROPS,Arizona
17000.0,12,2010,Motor Graders,unknown,OROPS,Texas
27500.0,11,1998,Track Excavators,Large / Medium,EROPS,Kentucky
15000.0,18,1989,Track Type Tractors,Medium,EROPS,Oklahoma
16000.0,8,1999,Track Excavators,Mini,EROPS,Texas
30000.0,6,2004,Track Type Tractors,unknown,OROPS,Washington
30000.0,9,2001,Track Type Tractors,unknown,OROPS,New York
32500.0,17,2000,Wheel Loader,unknown,OROPS,Florida
28000.0,10,2007,Wheel Loader,Medium,EROPS,New Jersey
46000.0,3,2004,Track Excavators,Small,EROPS,Florida
7500.0,5,2002,Skid Steer Loaders,unknown,OROPS,Connecticut
39000.0,1,1998,Backhoe Loaders,unknown,OROPS,Texas
6500.0,3,1997,Skid Steer Loaders,unknown,OROPS,Maryland
36000.0,6,2007,Track Excavators,Small,EROPS w AC,New York
20000.0,14,2009,Track Type Tractors,Medium,OROPS,Texas
56000.0,11,1999,Track Type Tractors,Medium,OROPS,New Jersey
25500.0,14,2001,Track Type Tractors,unknown,OROPS,Indiana
15000.0,29,1999,Motor Graders,unknown,OROPS,Maryland
37500.0,18,2008,Motor Graders,unknown,EROPS w AC,Texas
23000.0,18,2005,Track Type Tractors,Medium,OROPS,Unspecified
17000.0,3,2009,Wheel Loader,Medium,EROPS,Florida
26000.0,6,1989,Wheel Loader,Medium,EROPS,Arizona
13500.0,18,2008,Backhoe Loaders,unknown,OROPS,California
8200.0,12,2002,Skid Steer Loaders,unknown,OROPS,Minnesota
7750.0,26,2010,Backhoe Loaders,unknown,EROPS,Iowa
13500.0,15,2004,Backhoe Loaders,unknown,EROPS,New Jersey
27000.0,16,2010,Wheel Loader,unknown,EROPS,Indiana
20000.0,11,2005,Track Type Tractors,unknown,OROPS,South Carolina
8000.0,10,2009,Skid Steer Loaders,unknown,OROPS,Illinois
22500.0,21,2008,Wheel Loader,Medium,EROPS w AC,Connecticut
22000.0,6,2011,Track Type Tractors,unknown,OROPS,Texas
47000.0,9,2005,Wheel Loader,Medium,OROPS,Texas
33000.0,14,2004,Wheel Loader,Medium,EROPS,Texas
42500.0,4,2001,Wheel Loader,unknown,OROPS,Florida
8500.0,7,2004,Track Excavators,Mini,EROPS,Florida
58000.0,28,2011,Wheel Loader,Medium,EROPS,Florida
10500.0,11,2008,Skid Steer Loaders,unknown,OROPS,Colorado
55000.0,12,2010,Track Excavators,Large / Medium,EROPS w AC,Florida
